name,gpu_model,vram_mb,cuda_cores,price_per_hour_usd_cents,driver_major,driver_minor
GeForce GTX 570M,GeForce GTX 570M,1536,336,213,536,37
GeForce GTX 580 Rev. 2,GeForce GTX 580 Rev. 2,1536,512,230,535,22
GeForce GTX 580M,GeForce GTX 580M,2048,384,216,534,43
GeForce GTX 590,GeForce GTX 590,1536,512,227,535,31
NVS 300,NVS 300,512,16,201,535,48
NVS 4200M,NVS 4200M,1024,48,202,535,28
Quadro 1000M,Quadro 1000M,2048,96,205,536,40
Quadro 2000D,Quadro 2000D,1024,192,208,536,29
Quadro 2000M,Quadro 2000M,2048,192,207,535,29
Quadro 3000M,Quadro 3000M,2048,240,208,535,36
Quadro 3000M X2,Quadro 3000M X2,2048,240,210,534,48
Quadro 400,Quadro 400,512,48,202,534,26
Quadro 4000 Mac Edition,Quadro 4000 Mac Edition,1792,256,210,535,41
Quadro 4000M,Quadro 4000M,2048,336,212,536,39
Quadro 5000,Quadro 5000,2560,352,214,535,26
Quadro 5000 SDI,Quadro 5000 SDI,2560,352,215,535,32
Quadro 500M,Quadro 500M,1024,96,204,534,42
Quadro 5010M,Quadro 5010M,4096,384,212,535,26
Quadro 6000 SDI,Quadro 6000 SDI,6144,448,221,535,34
Quadro Plex 7000,Quadro Plex 7000,6144,512,232,535,26
Tesla C2050,Tesla C2050,3072,448,221,535,33
Tesla C2070,Tesla C2070,6144,448,221,535,48
Tesla C2075,Tesla C2075,6144,448,221,534,47
Tesla C2090,Tesla C2090,6144,512,226,535,36
Tesla M2050,Tesla M2050,3072,448,221,535,23
Tesla M2070,Tesla M2070,6144,448,221,535,24
Tesla M2070-Q,Tesla M2070-Q,6144,448,221,535,40
Tesla M2075,Tesla M2075,6144,448,221,536,41
Tesla M2090,Tesla M2090,6144,512,226,535,35
Tesla S2050,Tesla S2050,3072,448,237,535,39
Tesla X2070,Tesla X2070,6144,448,223,536,39
Tesla X2090,Tesla X2090,6144,512,225,534,38
GeForce 605 OEM,GeForce 605 OEM,512,48,202,536,29
GeForce 615 OEM,GeForce 615 OEM,1024,48,203,536,31
GeForce 620M,GeForce 620M,1024,96,203,534,49
GeForce 9400 GT Rev. 3,GeForce 9400 GT Rev. 3,128,16,201,535,33
GeForce GT 520 OEM,GeForce GT 520 OEM,1024,48,202,535,24
GeForce GT 520 OEM,GeForce GT 520 OEM,1024,48,202,536,48
GeForce GT 550M,GeForce GT 550M,1024,144,204,535,38
GeForce GT 555M 2 GB,GeForce GT 555M 2 GB,2048,144,206,535,20
GeForce GT 555M 3 GB,GeForce GT 555M 3 GB,3072,144,205,534,42
GeForce GT 610,GeForce GT 610,1024,48,203,536,38
GeForce GT 610 OEM,GeForce GT 610 OEM,1024,48,202,534,36
GeForce GT 610 PCI,GeForce GT 610 PCI,512,48,203,535,33
GeForce GT 610 PCIe x1,GeForce GT 610 PCIe x1,512,48,203,535,41
GeForce GT 620,GeForce GT 620,1024,96,205,534,23
GeForce GT 620 OEM,GeForce GT 620 OEM,512,48,203,534,42
GeForce GT 620M,GeForce GT 620M,1024,96,203,534,37
GeForce GT 620M,GeForce GT 620M,1024,96,203,535,22
GeForce GT 625M,GeForce GT 625M,2048,96,203,535,24
GeForce GT 630,GeForce GT 630,1024,96,206,534,21
GeForce GT 630 OEM,GeForce GT 630 OEM,1024,192,206,471,187
GeForce GT 630M,GeForce GT 630M,1024,96,204,535,50
GeForce GT 630M,GeForce GT 630M,1024,96,203,535,23
GeForce GT 630M,GeForce GT 630M,1024,96,204,535,30
GeForce GT 635M,GeForce GT 635M,2048,144,206,535,35
GeForce GT 635M,GeForce GT 635M,2048,144,206,535,46
GeForce GT 635M,GeForce GT 635M,2048,96,203,535,34
GeForce GT 635M,GeForce GT 635M,2048,96,204,536,43
GeForce GT 640,GeForce GT 640,2048,384,212,470,206
GeForce GT 640 OEM,GeForce GT 640 OEM,2048,384,210,470,188
GeForce GT 640 OEM Rebrand,GeForce GT 640 OEM Rebrand,1536,144,208,536,30
GeForce GT 640M,GeForce GT 640M,2048,384,208,470,202
GeForce GT 640M LE,GeForce GT 640M LE,1024,384,207,469,185
GeForce GT 640M LE,GeForce GT 640M LE,2048,96,205,535,44
GeForce GT 645 OEM,GeForce GT 645 OEM,1024,288,215,535,41
GeForce GT 645M,GeForce GT 645M,2048,384,209,470,182
GeForce GT 650M,GeForce GT 650M,1024,384,212,470,203
GeForce GT 650M Mac Edition,GeForce GT 650M Mac Edition,512,384,211,470,210
GeForce GTS 450 Rev. 3,GeForce GTS 450 Rev. 3,1024,144,209,535,40
GeForce GTX 560 SE,GeForce GTX 560 SE,1024,288,216,535,49
GeForce GTX 650,GeForce GTX 650,1024,384,213,470,207
GeForce GTX 650 Ti,GeForce GTX 650 Ti,1024,768,224,470,200
GeForce GTX 660,GeForce GTX 660,2048,960,233,470,204
GeForce GTX 660 OEM,GeForce GTX 660 OEM,2048,1152,234,470,198
GeForce GTX 660 OEM,GeForce GTX 660 OEM,1536,1152,234,469,186
GeForce GTX 660 Ti,GeForce GTX 660 Ti,2048,1344,244,470,194
GeForce GTX 660M,GeForce GTX 660M,2048,384,212,470,189
GeForce GTX 670,GeForce GTX 670,2048,1344,244,470,182
GeForce GTX 670M,GeForce GTX 670M,1536,336,213,536,38
GeForce GTX 670MX,GeForce GTX 670MX,3072,960,219,471,205
GeForce GTX 675M,GeForce GTX 675M,2048,384,216,535,40
GeForce GTX 675MX,GeForce GTX 675MX,2048,960,221,471,206
GeForce GTX 680,GeForce GTX 680,2048,1536,254,471,202
GeForce GTX 680M,GeForce GTX 680M,4096,1344,233,469,189
GeForce GTX 680MX Mac Edition,GeForce GTX 680MX Mac Edition,2048,1536,236,470,201
GeForce GTX 690,GeForce GTX 690,2048,1536,255,471,197
NVS 310,NVS 310,512,48,202,534,21
NVS 510,NVS 510,2048,192,205,469,196
NVS 5200M,NVS 5200M,1024,96,204,535,21
NVS 5200M,NVS 5200M,1024,96,204,535,49
NVS 5400M,NVS 5400M,2048,96,204,534,33
Quadro 410,Quadro 410,512,192,205,470,196
Quadro 7000,Quadro 7000,6144,512,225,535,26
Quadro K1000M,Quadro K1000M,2048,192,206,471,204
Quadro K2000M,Quadro K2000M,2048,384,209,470,186
Quadro K2000M Embedded,Quadro K2000M Embedded,2048,384,213,470,194
Quadro K3000M,Quadro K3000M,2048,576,213,470,181
Quadro K4000M,Quadro K4000M,4096,960,219,470,180
Quadro K5000,Quadro K5000,4096,1536,236,470,189
Quadro K5000 Mac Edition,Quadro K5000 Mac Edition,4096,1536,236,470,187
Quadro K5000M,Quadro K5000M,4096,1344,227,469,192
Quadro K500M,Quadro K500M,1024,192,204,470,190
Tesla K10,Tesla K10,4096,1536,240,470,194
Tesla K20c,Tesla K20c,5120,2496,259,470,206
Tesla K20X,Tesla K20X,6144,2688,266,470,183
Tesla K20Xm,Tesla K20Xm,6144,2688,266,470,209
GeForce 505 OEM,GeForce 505 OEM,1024,24,201,535,39
GeForce 505 OEM,GeForce 505 OEM,512,16,201,535,48
GeForce 705A,GeForce 705A,1024,48,202,536,41
GeForce 705M,GeForce 705M,1024,48,202,535,23
GeForce 710A,GeForce 710A,1024,96,205,536,30
GeForce 710M,GeForce 710M,1024,192,204,469,194
GeForce 710M,GeForce 710M,1024,96,204,535,47
GeForce 820M,GeForce 820M,1024,96,203,535,39
GeForce GT 625 OEM,GeForce GT 625 OEM,1024,48,203,535,44
GeForce GT 630 Rev. 2,GeForce GT 630 Rev. 2,2048,384,211,471,206
GeForce GT 630 Rev. 2 PCIe x8,GeForce GT 630 Rev. 2 PCIe x8,2048,384,211,470,201
GeForce GT 635 OEM,GeForce GT 635 OEM,1024,384,212,469,205
GeForce GT 640 Rev. 2,GeForce GT 640 Rev. 2,1024,384,213,469,193
GeForce GT 640M Mac Edition,GeForce GT 640M Mac Edition,512,384,209,470,207
GeForce GT 710M,GeForce GT 710M,1024,96,204,536,50
GeForce GT 720M,GeForce GT 720M,2048,192,205,470,208
GeForce GT 720M,GeForce GT 720M,2048,96,205,535,39
GeForce GT 730M,GeForce GT 730M,2048,384,209,469,191
GeForce GT 735M,GeForce GT 735M,2048,384,208,469,194
GeForce GT 740A,GeForce GT 740A,2048,384,212,471,184
GeForce GT 740M,GeForce GT 740M,2048,384,211,469,200
GeForce GT 740M,GeForce GT 740M,2048,384,212,471,199
GeForce GT 745A,GeForce GT 745A,2048,384,211,470,190
GeForce GT 745M,GeForce GT 745M,2048,384,207,470,184
GeForce GT 745M,GeForce GT 745M,2048,384,211,470,208
GeForce GT 750M,GeForce GT 750M,2048,384,212,470,206
GeForce GT 750M Mac Edition,GeForce GT 750M Mac Edition,1024,384,211,469,203
GeForce GT 755M,GeForce GT 755M,2048,384,213,470,183
GeForce GT 755M Mac Edition,GeForce GT 755M Mac Edition,1024,384,213,470,197
GeForce GTX 645 OEM,GeForce GTX 645 OEM,1024,576,215,470,193
GeForce GTX 650,GeForce GTX 650,1024,384,213,470,194
GeForce GTX 650 Ti Boost,GeForce GTX 650 Ti Boost,2048,768,227,470,186
GeForce GTX 650 Ti OEM,GeForce GTX 650 Ti OEM,2048,768,224,471,209
GeForce GTX 660M Mac Edition,GeForce GTX 660M Mac Edition,512,384,212,469,201
GeForce GTX 675MX Mac Edition,GeForce GTX 675MX Mac Edition,1024,1344,232,471,180
GeForce GTX 680 Mac Edition,GeForce GTX 680 Mac Edition,2048,1536,254,471,207
GeForce GTX 760,GeForce GTX 760,2048,1152,240,470,180
GeForce GTX 760 OEM,GeForce GTX 760 OEM,1536,1152,234,469,199
GeForce GTX 760 OEM Rebrand,GeForce GTX 760 OEM Rebrand,1536,1152,234,470,184
GeForce GTX 760 Ti OEM,GeForce GTX 760 Ti OEM,2048,1344,244,470,205
GeForce GTX 760 Ti OEM Rebrand,GeForce GTX 760 Ti OEM Rebrand,2048,1344,244,470,198
GeForce GTX 760 X2,GeForce GTX 760 X2,2048,1152,244,470,198
GeForce GTX 760M,GeForce GTX 760M,2048,768,217,470,185
GeForce GTX 765M,GeForce GTX 765M,2048,768,221,470,209
GeForce GTX 770,GeForce GTX 770,2048,1536,256,470,187
GeForce GTX 770M,GeForce GTX 770M,3072,960,225,471,207
GeForce GTX 775M Mac Edition,GeForce GTX 775M Mac Edition,2048,1344,235,471,192
GeForce GTX 780,GeForce GTX 780,3072,2304,270,470,194
GeForce GTX 780 6 GB,GeForce GTX 780 6 GB,6144,2304,270,471,195
GeForce GTX 780 Rev. 2,GeForce GTX 780 Rev. 2,3072,2304,270,470,189
GeForce GTX 780 Ti,GeForce GTX 780 Ti,3072,2880,288,469,196
GeForce GTX 780M,GeForce GTX 780M,4096,1536,240,470,187
GeForce GTX 780M Mac Edition,GeForce GTX 780M Mac Edition,4096,1536,240,470,183
GeForce GTX TITAN,GeForce GTX TITAN,6144,2688,278,471,208
GRID K1,GRID K1,4096,192,208,471,184
GRID K100,GRID K100,256,192,208,470,201
GRID K140Q,GRID K140Q,1024,192,208,470,186
GRID K160Q,GRID K160Q,1024,192,208,470,205
GRID K180Q,GRID K180Q,1024,192,208,470,191
GRID K2,GRID K2,4096,1536,240,470,190
GRID K200,GRID K200,256,1536,240,471,199
GRID K240Q,GRID K240Q,1024,1536,240,470,182
GRID K260Q,GRID K260Q,2048,1536,240,469,210
GRID K280Q,GRID K280Q,4096,1536,240,470,205
GRID K340,GRID K340,1024,384,216,471,210
GRID K520,GRID K520,4096,1536,240,469,203
NVS 315,NVS 315,1024,48,201,536,33
Quadro K1100M,Quadro K1100M,2048,384,209,470,207
Quadro K2000,Quadro K2000,2048,384,212,470,191
Quadro K2000D,Quadro K2000D,2048,384,212,470,199
Quadro K2100M,Quadro K2100M,2048,576,212,469,209
Quadro K3100M,Quadro K3100M,4096,768,218,470,189
Quadro K4000,Quadro K4000,3072,768,220,470,207
Quadro K4100M,Quadro K4100M,4096,1152,227,470,180
Quadro K5000 SYNC,Quadro K5000 SYNC,4096,1536,236,470,194
Quadro K5100M,Quadro K5100M,8192,1536,238,471,207
Quadro K510M,Quadro K510M,1024,192,205,469,200
Quadro K600,Quadro K600,1024,192,206,469,206
Quadro K6000,Quadro K6000,12288,2880,285,469,185
Quadro K6000 SDI,Quadro K6000 SDI,12288,2880,285,470,182
Quadro K610M,Quadro K610M,1024,192,206,470,199
Tesla K20m,Tesla K20m,5120,2496,259,470,194
Tesla K20s,Tesla K20s,5120,2496,249,470,204
Tesla K40c,Tesla K40c,12288,2880,283,469,183
Tesla K40d,Tesla K40d,12288,2880,283,470,183
Tesla K40m,Tesla K40m,12288,2880,283,469,181
Tesla K40s,Tesla K40s,12288,2880,283,470,185
Tesla K40st,Tesla K40st,12288,2880,257,471,205
Tesla K40t,Tesla K40t,12288,2880,283,470,193
GeForce 705A,GeForce 705A,1024,48,201,535,23
GeForce 710A,GeForce 710A,1024,192,204,470,201
GeForce 720A,GeForce 720A,1024,96,205,535,26
GeForce 800A,GeForce 800A,1024,48,201,536,31
GeForce 800A,GeForce 800A,1024,48,201,535,36
GeForce 800M,GeForce 800M,1024,48,202,535,44
GeForce 805A,GeForce 805A,1024,192,204,469,191
GeForce 810A,GeForce 810A,1024,192,204,469,185
GeForce 810M,GeForce 810M,1024,48,201,534,29
GeForce 820A,GeForce 820A,1024,96,203,536,26
GeForce 825M,GeForce 825M,1024,384,211,470,192
GeForce 830A,GeForce 830A,2048,256,209,525,17
GeForce 830M,GeForce 830M,2048,256,209,525,17
GeForce 840A,GeForce 840A,2048,384,213,526,26
GeForce 840M,GeForce 840M,2048,384,213,524,21
GeForce GT 705 OEM,GeForce GT 705 OEM,1024,48,203,536,32
GeForce GT 710,GeForce GT 710,2048,192,205,469,181
GeForce GT 710,GeForce GT 710,2048,192,205,471,190
GeForce GT 710 PCIe x1,GeForce GT 710 PCIe x1,1024,192,205,471,186
GeForce GT 720,GeForce GT 720,2048,384,211,469,195
GeForce GT 720,GeForce GT 720,1024,192,205,469,196
GeForce GT 720A,GeForce GT 720A,1024,96,205,536,49
GeForce GT 730,GeForce GT 730,1024,96,205,535,46
GeForce GT 730,GeForce GT 730,1024,384,211,470,191
GeForce GT 730,GeForce GT 730,2048,96,205,535,40
GeForce GT 730A,GeForce GT 730A,1024,384,209,469,205
GeForce GT 730M,GeForce GT 730M,2048,384,209,470,184
GeForce GT 740,GeForce GT 740,1024,384,213,469,186
GeForce GTX 660 Rev. 2,GeForce GTX 660 Rev. 2,2048,960,233,471,206
GeForce GTX 745 OEM,GeForce GTX 745 OEM,4096,384,213,525,22
GeForce GTX 750,GeForce GTX 750,1024,512,218,525,39
GeForce GTX 750 Ti,GeForce GTX 750 Ti,2048,640,222,525,34
GeForce GTX 760A,GeForce GTX 760A,1024,768,217,470,201
GeForce GTX 850A,GeForce GTX 850A,2048,640,218,525,12
GeForce GTX 850M,GeForce GTX 850M,2048,640,218,525,19
GeForce GTX 860M,GeForce GTX 860M,2048,640,221,524,17
GeForce GTX 860M,GeForce GTX 860M,2048,1152,234,470,197
GeForce GTX 870M,GeForce GTX 870M,3072,1344,242,471,202
GeForce GTX 880M,GeForce GTX 880M,8192,1536,249,469,207
GeForce GTX 970,GeForce GTX 970,4096,1664,263,525,40
GeForce GTX 970M,GeForce GTX 970M,3072,1280,242,524,23
GeForce GTX 970M,GeForce GTX 970M,6144,1280,242,525,39
GeForce GTX 980,GeForce GTX 980,4096,2048,280,524,23
GeForce GTX 980M,GeForce GTX 980M,8192,1536,254,526,13
GeForce GTX 980M,GeForce GTX 980M,8192,1536,254,524,25
GeForce GTX TITAN BLACK,GeForce GTX TITAN BLACK,6144,2880,292,469,192
GeForce GTX TITAN Z,GeForce GTX TITAN Z,6144,2880,286,471,207
GRID K120Q,GRID K120Q,512,192,208,470,191
GRID K220Q,GRID K220Q,512,1536,240,470,207
GRID K500,GRID K500,4096,1536,240,469,195
GRID K520Q,GRID K520Q,4096,1536,240,470,187
GRID K540Q,GRID K540Q,4096,1536,240,470,203
GRID K560Q,GRID K560Q,4096,1536,240,469,182
Jetson TK1,Jetson TK1,2048,192,205,469,209
Quadro K100M,Quadro K100M,2048,192,205,469,189
Quadro K200M,Quadro K200M,2048,192,205,470,183
Quadro K2200,Quadro K2200,4096,640,223,524,11
Quadro K2200M,Quadro K2200M,2048,640,223,526,10
Quadro K420,Quadro K420,1024,192,206,471,185
Quadro K4200,Quadro K4200,4096,1344,235,469,202
Quadro K5200,Quadro K5200,8192,2304,258,471,201
Quadro K620,Quadro K620,2048,384,214,526,13
Tesla K8,Tesla K8,8192,1536,240,469,180
Tesla K80,Tesla K80,12288,2496,270,470,184
GeForce 810M,GeForce 810M,2048,384,212,469,207
GeForce 820M,GeForce 820M,2048,384,210,470,198
GeForce 845M,GeForce 845M,2048,512,214,525,36
GeForce 845M,GeForce 845M,2048,384,214,526,38
GeForce 910M,GeForce 910M,2048,384,208,471,190
GeForce 920A,GeForce 920A,1024,384,211,470,204
GeForce 920M,GeForce 920M,2048,384,211,470,197
GeForce 930A,GeForce 930A,2048,384,211,525,29
GeForce 930M,GeForce 930M,2048,384,207,526,18
GeForce 930M,GeForce 930M,2048,384,211,525,29
GeForce 940A,GeForce 940A,2048,384,214,524,28
GeForce 940A,GeForce 940A,1024,384,213,524,19
GeForce 940M,GeForce 940M,2048,384,214,525,22
GeForce 940M,GeForce 940M,2048,512,218,525,21
GeForce 945A,GeForce 945A,1024,384,214,525,27
GeForce 945M,GeForce 945M,2048,640,221,525,15
GeForce GT 710 OEM,GeForce GT 710 OEM,1024,192,205,470,185
GeForce GT 730 OEM,GeForce GT 730 OEM,1024,384,211,470,196
GeForce GT 740 OEM,GeForce GT 740 OEM,1024,384,213,469,196
GeForce GT 740 OEM,GeForce GT 740 OEM,1024,384,213,470,188
GeForce GTX 750 GM206,GeForce GTX 750 GM206,2048,512,220,525,34
GeForce GTX 860M OEM,GeForce GTX 860M OEM,2048,640,224,525,14
GeForce GTX 950,GeForce GTX 950,2048,768,230,525,33
GeForce GTX 950A,GeForce GTX 950A,2048,640,223,525,10
GeForce GTX 950M,GeForce GTX 950M,4096,640,223,524,22
GeForce GTX 950M Mac Edition,GeForce GTX 950M Mac Edition,2048,640,223,525,31
GeForce GTX 960,GeForce GTX 960,2048,1024,240,525,29
GeForce GTX 960 OEM,GeForce GTX 960 OEM,4096,1024,239,524,15
GeForce GTX 960 OEM,GeForce GTX 960 OEM,3072,1280,242,524,38
GeForce GTX 960A,GeForce GTX 960A,2048,640,224,525,21
GeForce GTX 960M,GeForce GTX 960M,4096,640,224,524,37
GeForce GTX 965M,GeForce GTX 965M,2048,1024,231,525,22
GeForce GTX 965M,GeForce GTX 965M,2048,1024,231,525,19
GeForce GTX 965M 4 GB,GeForce GTX 965M 4 GB,4096,1024,237,525,27
GeForce GTX 980 Mobile,GeForce GTX 980 Mobile,8192,2048,272,525,10
GeForce GTX 980 Ti,GeForce GTX 980 Ti,6144,2816,299,525,23
GeForce GTX TITAN X,GeForce GTX TITAN X,12288,3072,309,524,15
GRID M60-1Q,GRID M60-1Q,1024,2048,279,525,11
GRID M60-2Q,GRID M60-2Q,2048,2048,279,525,23
GRID M60-4A,GRID M60-4A,4096,2048,279,524,40
GRID M60-8Q,GRID M60-8Q,8192,2048,279,525,40
GRID M6-8Q,GRID M6-8Q,8192,1536,236,526,13
Jetson TX1,Jetson TX1,4096,256,207,525,28
NVS 810,NVS 810,2048,512,217,525,12
Quadro K1200,Quadro K1200,4096,512,216,525,28
Quadro K620M,Quadro K620M,2048,384,213,526,18
Quadro M1000M,Quadro M1000M,2048,512,217,525,29
Quadro M2000M,Quadro M2000M,4096,640,223,524,39
Quadro M3000M,Quadro M3000M,4096,1024,230,526,19
Quadro M4000,Quadro M4000,8192,1664,242,525,14
Quadro M4000M,Quadro M4000M,4096,1280,242,526,35
Quadro M5000,Quadro M5000,8192,2048,269,525,13
Quadro M5000M,Quadro M5000M,8192,1536,252,525,14
Quadro M6000,Quadro M6000,12288,3072,311,525,21
Quadro M600M,Quadro M600M,2048,384,210,525,20
Tesla M4,Tesla M4,4096,1024,234,525,12
Tesla M40,Tesla M40,12288,3072,311,524,17
Tesla M40 24 GB,Tesla M40 24 GB,24576,3072,311,525,12
Tesla M6 Mobile,Tesla M6 Mobile,8192,1536,258,526,20
Tesla M6 X2 Mobile,Tesla M6 X2 Mobile,8192,1536,258,524,23
Tesla M60,Tesla M60,8192,2048,281,525,11
GeForce 920MX,GeForce 920MX,2048,256,208,524,19
GeForce 930MX,GeForce 930MX,2048,384,212,526,31
GeForce 940MX,GeForce 940MX,2048,512,213,525,29
GeForce 940MX,GeForce 940MX,1024,384,212,526,14
GeForce 940MX,GeForce 940MX,2048,384,214,524,20
GeForce 945M,GeForce 945M,1024,384,214,524,40
GeForce GT 610 OEM,GeForce GT 610 OEM,2048,48,202,535,33
GeForce GT 710,GeForce GT 710,1024,48,203,536,26
GeForce GTX 1050,GeForce GTX 1050,2048,640,230,536,20
GeForce GTX 1050 Ti,GeForce GTX 1050 Ti,4096,768,234,534,44
GeForce GTX 1060 3 GB,GeForce GTX 1060 3 GB,3072,1152,263,535,33
GeForce GTX 1060 3 GB GP104,GeForce GTX 1060 3 GB GP104,3072,1152,263,535,33
GeForce GTX 1060 6 GB,GeForce GTX 1060 6 GB,6144,1280,270,536,36
GeForce GTX 1060 Mobile,GeForce GTX 1060 Mobile,6144,1280,267,535,27
GeForce GTX 1070,GeForce GTX 1070,8192,1920,303,535,28
GeForce GTX 1070 Mobile,GeForce GTX 1070 Mobile,8192,2048,306,535,50
GeForce GTX 1080,GeForce GTX 1080,8192,2560,340,535,40
GeForce GTX 1080 Mobile,GeForce GTX 1080 Mobile,8192,2560,340,535,30
GeForce GTX 760 OEM,GeForce GTX 760 OEM,2048,1344,247,469,188
GeForce GTX 950 Low Power,GeForce GTX 950 Low Power,2048,768,229,526,40
GeForce GTX 950 OEM,GeForce GTX 950 OEM,4096,1024,239,526,35
GeForce GTX 965M,GeForce GTX 965M,2048,1024,237,525,21
GeForce GTX 980MX,GeForce GTX 980MX,8192,1664,263,524,33
GRID M10-8Q,GRID M10-8Q,8192,640,231,525,39
GRID M3-3020,GRID M3-3020,4096,640,226,525,22
GRID M40,GRID M40,8192,384,213,526,23
Jetson TX2,Jetson TX2,8192,256,210,534,49
Quadro GP100,Quadro GP100,16384,3584,364,536,38
Quadro M2000,Quadro M2000,4096,768,229,525,39
Quadro M3000 SE,Quadro M3000 SE,4096,1024,230,524,34
Quadro M500M,Quadro M500M,2048,384,213,525,37
Quadro M5500 Mobile,Quadro M5500 Mobile,8192,2048,277,525,12
Quadro M6000 24 GB,Quadro M6000 24 GB,24576,3072,311,525,32
Quadro P5000,Quadro P5000,16384,2560,340,535,34
Quadro P6000,Quadro P6000,24576,3840,400,535,27
Tesla M10,Tesla M10,8192,640,231,525,29
Tesla P10,Tesla P10,24576,3840,379,534,28
Tesla P100 DGXS,Tesla P100 DGXS,16384,3584,370,535,20
Tesla P100 PCIe 12 GB,Tesla P100 PCIe 12 GB,12288,3584,352,535,43
Tesla P100 PCIe 16 GB,Tesla P100 PCIe 16 GB,16384,3584,352,534,46
Tesla P100 SXM2,Tesla P100 SXM2,16384,3584,370,535,33
Tesla P4,Tesla P4,8192,2560,289,535,38
Tesla P40,Tesla P40,24576,3840,386,534,35
TITAN X Pascal,TITAN X Pascal,12288,3584,374,536,38
GeForce GT 1030,GeForce GT 1030,2048,384,217,535,20
GeForce GT 720 OEM,GeForce GT 720 OEM,1024,192,206,469,182
GeForce GTX 1050 Mobile,GeForce GTX 1050 Mobile,2048,640,231,535,20
GeForce GTX 1050 Mobile,GeForce GTX 1050 Mobile,2048,640,231,534,31
GeForce GTX 1050 Ti Mobile,GeForce GTX 1050 Ti Mobile,4096,768,240,535,31
GeForce GTX 1050 Ti Mobile,GeForce GTX 1050 Ti Mobile,2048,768,240,535,26
GeForce GTX 1060 5 GB,GeForce GTX 1060 5 GB,5120,1280,270,536,23
GeForce GTX 1060 6 GB 9Gbps,GeForce GTX 1060 6 GB 9Gbps,6144,1280,270,536,43
GeForce GTX 1060 Max-Q,GeForce GTX 1060 Max-Q,6144,1280,260,535,44
GeForce GTX 1070 Max-Q,GeForce GTX 1070 Max-Q,8192,2048,289,535,37
GeForce GTX 1070 Ti,GeForce GTX 1070 Ti,8192,2432,330,535,29
GeForce GTX 1080 11Gbps,GeForce GTX 1080 11Gbps,8192,2560,340,535,39
GeForce GTX 1080 Max-Q,GeForce GTX 1080 Max-Q,8192,2560,311,535,50
GeForce GTX 1080 Ti,GeForce GTX 1080 Ti,11264,3584,380,536,23
GeForce MX110,GeForce MX110,2048,256,208,525,39
GeForce MX130,GeForce MX130,2048,384,214,525,13
GeForce MX150,GeForce MX150,2048,384,218,535,28
GeForce MX150,GeForce MX150,2048,384,212,535,20
P104-100,P104-100,4096,1920,303,535,31
P106-090,P106-090,3072,768,238,535,44
P106-100,P106-100,6144,1280,270,534,28
Quadro M1200 Mobile,Quadro M1200 Mobile,4096,640,223,524,30
Quadro M2200 Mobile,Quadro M2200 Mobile,4096,1024,233,526,35
Quadro M520 Mobile,Quadro M520 Mobile,2048,384,214,525,22
Quadro M620 Mobile,Quadro M620 Mobile,2048,512,216,525,32
Quadro P1000,Quadro P1000,4096,512,222,535,25
Quadro P1000,Quadro P1000,4096,640,230,535,23
Quadro P1000 Mobile,Quadro P1000 Mobile,4096,512,224,535,34
Quadro P2000,Quadro P2000,5120,1024,248,535,26
Quadro P2000 Mobile,Quadro P2000 Mobile,4096,768,239,535,31
Quadro P3000 Mobile,Quadro P3000 Mobile,6144,1280,249,535,42
Quadro P400,Quadro P400,2048,256,210,534,44
Quadro P4000,Quadro P4000,8192,1792,284,536,20
Quadro P4000 Max-Q,Quadro P4000 Max-Q,8192,1792,270,535,23
Quadro P4000 Mobile,Quadro P4000 Mobile,8192,1792,270,535,38
Quadro P5000 Mobile,Quadro P5000 Mobile,16384,2048,297,536,31
Quadro P5000 X2 Mobile,Quadro P5000 X2 Mobile,16384,2048,299,536,32
Quadro P600,Quadro P600,2048,384,218,535,33
Quadro P600 Mobile,Quadro P600 Mobile,4096,384,219,536,24
Switch GPU 20nm,Switch GPU 20nm,4096,256,206,525,23
Tesla P6 Mobile,Tesla P6 Mobile,16384,2048,297,535,44
Tesla V100 PCIe 16 GB,Tesla V100 PCIe 16 GB,16384,5120,424,545,53
Tesla V100 SXM2 16 GB,Tesla V100 SXM2 16 GB,16384,5120,446,545,47
TITAN V,TITAN V,12288,5120,435,545,32
TITAN Xp,TITAN Xp,12288,3840,392,535,28
GeForce GT 1030 DDR4,GeForce GT 1030 DDR4,2048,384,216,534,28
GeForce GT 1030 GK107,GeForce GT 1030 GK107,2048,384,213,471,195
GeForce GTX 1050 3 GB,GeForce GTX 1050 3 GB,3072,768,237,536,36
GeForce GTX 1050 Max-Q,GeForce GTX 1050 Max-Q,4096,640,223,535,28
GeForce GTX 1050 Ti Max-Q,GeForce GTX 1050 Ti Max-Q,4096,768,232,535,38
GeForce GTX 1060 6 GB GDDR5X,GeForce GTX 1060 6 GB GDDR5X,6144,1280,270,535,42
GeForce GTX 1060 6 GB GP104,GeForce GTX 1060 6 GB GP104,6144,1280,270,536,37
GeForce GTX 1060 6 GB Rev. 2,GeForce GTX 1060 6 GB Rev. 2,6144,1280,270,536,50
GeForce GTX 1070 GDDR5X,GeForce GTX 1070 GDDR5X,8192,1920,303,535,49
GeForce RTX 2070,GeForce RTX 2070,8192,2304,319,550,58
GeForce RTX 2080,GeForce RTX 2080,8192,2944,360,550,40
GeForce RTX 2080 Ti,GeForce RTX 2080 Ti,11264,4352,412,550,52
Jetson AGX Xavier 16 GB,Jetson AGX Xavier 16 GB,16384,512,221,545,41
